latency_size_bytes,latency_repeats,native_latency_us,native_latency_stdev_us,container_latency_us,container_latency_stdev_us,latency_overhead_percent,bandwidth_size_bytes,bandwidth_repeats,native_bandwidth_MBps,native_bandwidth_stdev_MBps,container_bandwidth_MBps,container_bandwidth_stdev_MBps,bandwidth_delta_percent
1,5,9.94,0.16102794788483177,10.0,0.08814760348415562,0.6036217303823088,4194304,5,1673.45,245.55953263923598,1668.57,244.22221862475985,-0.2916131345424233
