mode,repeats,median_seconds,stdev_seconds,min_seconds,max_seconds,overhead_vs_native_seconds
container_true,10,0.10205225786194205,0.19682810542296503,0.10040682833641768,0.7247250070795417,0.10160858742892742
native_true,10,0.00044367043301463127,0.00011955925897463846,0.0004324149340391159,0.0008232202380895615,0.0
