backend,mode,n,nlocal,ranks,threads,total_workers,repeats,total_median_s,total_stdev_s,force_median_s,force_stdev_s,communication_median_s,communication_fraction,runtime_over_ideal,integration_median_s,energy_median_s,initial_acceleration_median_s,speedup,parallel_efficiency,force_speedup,force_efficiency,max_relative_energy_drift,statuses,baseline
native,strong,32768,32768,1,1,1,5,374.387699945,0.49005926405877714,370.531173319,0.489563941757883,0.0,0.0,1.0,368.79617365,3.838911529,3.670325755,1.0,1.0,1.0,1.0,1.8487208224111287e-07,OK,yes
native,strong,32768,16384,2,1,2,5,187.821448131,0.06583956517874817,185.02095988,0.08470394284539394,0.213892241,0.0011388062605651745,1.0033526644096065,184.606889353,2.756718799,1.827236234,1.9933170767796202,0.9966585383898101,2.002644314240491,1.0013221571202455,1.8487208071944235e-07,OK,no
native,strong,32768,8192,4,1,4,5,94.101275611,0.01782894859941196,92.475055334,0.019083580607439938,0.944024248,0.010032002668087613,1.0053885384036292,92.380417114,1.588408621,0.914379396,3.9785613692704906,0.9946403423176227,4.006822942475905,1.0017057356189762,1.8487208109986004e-07,OK,no
native,strong,32768,4096,8,1,8,5,47.148061014,0.005165610209026574,46.242100799,0.003022745830698881,0.76098699,0.016140366616010676,1.007470299284434,46.245821566,0.84756266,0.459260269,7.940680738362294,0.9925850922952868,8.012853372072854,1.0016066715091068,1.8487208071944243e-07,OK,no
native,strong,32768,2048,16,1,16,5,23.620087483,0.00512920706604291,23.142003147,0.001769600811543207,0.483388433,0.02046514151769791,1.0094386107864097,23.168005499,0.438773409,0.230075425,15.850394297415567,0.990649643588473,16.01119708459782,1.0006998177873638,1.8487208033902477e-07,OK,no
native,strong,32768,1024,32,1,32,5,11.870894709,0.01577049503585782,11.584478518,0.006580372772188501,0.30086108,0.025344431685667308,1.0146397190500787,11.639023635,0.224110913,0.115899717,31.538288319679513,0.9855715099899848,31.985140526029507,0.9995356414384221,1.8487208033902477e-07,OK,no
